"POBLACION DEL COMERCIO","NOMBRE DEL COMERCIO","Zona","Tipo"
"GUADALAJARA","CREDICALZA",4,4
"GUADALAJARA","SERVIMAX",4,4
"ZAPOPAN","FARM GUADALAJARA",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"IRAPUATO","FARM GUADALAJARA",4,4
"IRAPUATO","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","SNH480715A89 GAS",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"GUADALAJARA","MULTIGAS",4,4
"MONTERREY","MARY KAY COSMET MEX 01",4,4
"ZAPOPAN ","CABLEVISION",4,4
"ZAPOPAN","GIGANTE",2,2
"ZAPOPAN ","FARM GUADALAJARA",4,4
"MORELIA","BODEGA AURRERA",4,4
"TLAQUEPAQUE","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"MORELIA","FARM GUADALAJARA",4,4
"TLAQUEPAQUE","FARM GUADALAJARA",4,4
"ZAPOPAN","BENAVIDES",4,4
"GUADALAJARA","MUNDO TERRA",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"MORELIA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"MORELIA","FARM GUADALAJARA",4,4
"ZAPOPAN","ZARA GALERIAS GUADALA",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"","*** SU PAGO GRACIAS ***",4,4
"GUADALAJARA","WALMART",3,3
"ZAPOPAN ","SAMS",4,4
"","*** SU PAGO GRACIAS ***",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN","FARM GUADALAJARA",4,4
"ZAPOPAN","FARM GUADALAJARA",4,4
"SALAHUA","FARM GUADALAJARA",4,4
"MANZANILLO","FOTO SOL PZA MANZANILL",4,4
"TLAQUEPAQUE","TELCEL",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"","PAGOS INTERBANCARIOS",4,4
"ZAPOPAN ","SAMS",4,4
"MORELIA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","WALMART",3,3
"MEXICO DF","CREDIREPORTE",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"","*** SU PAGO GRACIAS ***",4,4
"TLAQUEPAQUE","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"TLAQUEPAQUE","FARM GUADALAJARA",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"GUADALAJARA","BODEGA AURRERA",4,4
"GUADALAJARA","SAMS",4,4
"GUADALAJARA","SAMS",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"MORELIA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","CINEPOLIS",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN","FARM GUADALAJARA",4,4
"ZAPOPAN ","CABLEVISION",4,4
"MORELIA","FARM GUADALAJARA",4,4
"MORELIA","WALMART",3,3
"TLAQUEPAQUE","ESC0312158X6 GAS",4,4
"TONALA ","FARM GUADALAJARA",4,4
"GUADALAJARA","GIGANTE",2,2
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN ","HOME DEPOT",4,4
"ZAPOPAN","FARM GUADALAJARA",4,4
"GUADALAJARA","GIGANTE",2,2
"MORELIA","FARM GUADALAJARA",4,4
"TONALA ","ESS0309154M2 GAS",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","SGL010531EI3 GAS",4,4
"","*** SU PAGO GRACIAS ***",4,4
"GUADALAJARA","7 CHEDRAUI",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"SN P GARZA GA","AXTEL",4,4
"GUADALAJARA","7 CHEDRAUI",4,4
"ZAPOPAN ","SUPERAMA",4,4
"ZAPOPAN ","CABLEVISION",4,4
"TLAQUEPAQUE","HOME DEPOT",4,4
"TEQUILA ","CARAJOS VIDEO BAR",4,4
"ZAPOPAN","SUPER LA PLAYA",4,4
"MORELIA","MONARCAS MORELIA",4,4
"MORELIA","COMERCIAL MEXICANA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","BODEGA AURRERA",4,4
"MORELIA","COMERCIAL MEXICANA",4,4
"MEXICO DF","TELMEX",4,4
"MORELIA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN ","CABLEVISION",4,4
"MORELIA","FARM GUADALAJARA",4,4
"GUADALAJARA","LAILA INTIMA",4,4
"GUADALAJARA","WALMART",3,3
"ZAPOPAN ","CELULAR POINT",4,4
"GUADALAJARA","WALMART",3,3
"TIJUANA BCN","BLOCKBUSTER",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"TLAQUEPAQUE","GTA9702219A7 GAS",4,4
"GUADALAJARA","GIGANTE",2,2
"GUADALAJARA","EXPO RENT A CAR",4,4
"GUADALAJARA","EXPO RENT A CAR",4,4
"ZAPOPAN ","CABLEVISION",4,4
"ZAPOPAN","FARM GUADALAJARA",4,4
"GUADALAJARA","WALMART",3,3
"GUADALAJARA","STARBUCKS",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","7 CHEDRAUI",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"","PAGOS INTERBANCARIOS",4,4
"GUADALAJARA","FRAGANCIAS LIZBETH",4,4
"TONALA ","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","GIGANTE",2,2
"TLAQUEPAQUE","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN ","SAMS",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN ","SSC020415AS9 GAS",4,4
"MORELIA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","UAG7806127I8 GAS",4,4
"ZAPOPAN","SANBORNS",4,4
"ZAPOPAN","GIGANTE",2,2
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","TEXTILAN DE OCCIDENTE",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","BODEGA AURRERA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"MEXICO DF","INTERJET",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"ZAPOPAN ","MARTI",4,4
"ZAPOPAN ","LOB",4,4
"ZAPOPAN","BEACH COMPANY 08",4,4
"TONALA ","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"MEXICO DF","BURO DE CREDITO",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","PUMA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","GIGANTE",2,2
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","GIGANTE",2,2
"GUADALAJARA","TODO P EL BUEN FUMADOR",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN","FARM GUADALAJARA",4,4
"TALA ","FARM GUADALAJARA",4,4
"TONALA ","FARM GUADALAJARA",4,4
"TLAQUEPAQUE","FARM GUADALAJARA",4,4
"TECOMAN COL","BODEGA AURRERA",4,4
"GUADALAJARA","GIGANTE",2,2
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN","OFFICE DEPOT",4,4
"ZAPOPAN","CAS000831GQ5 GAS",4,4
"ZAPOPAN ","WALMART",3,3
"GUADALAJARA","SPACE SOCCER",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","ACTIVACEL LPEZ COTILLA",4,4
"GUADALAJARA","CONSTRURAMA JALISCO",4,4
"GUADALAJARA","FABRICAS DE FRANCIA",4,4
"GUADALAJARA","FABRICAS DE FRANCIA",4,4
"GUADALAJARA","SPM990611S15 GAS",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN","BOUT PLAYA TERRANOVA",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"GUADALAJARA","TELCEL",4,4
"GUADALAJARA","BENAVIDES",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN","FARM GUADALAJARA",4,4
"ZAPOPAN","GIGANTE",2,2
"ZAPOPAN ","LA EUROPEA CD DEL SOL",4,4
"GUADALAJARA","ALRRUCCI",4,4
"ZAPOPAN ","PASTELERIA OK XVIII",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","OME SALUD ALTERNATIVA",4,4
"ZAPOPAN","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","ZARA GRAN PLAZA",4,4
"TONALA ","FARM GUADALAJARA",4,4
"TONALA ","WALMART",3,3
"TLAQUEPAQUE","FARM GUADALAJARA",4,4
"GUADALAJARA","PIMUR",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","DITRIB REPTIL",4,4
"TLAQUEPAQUE","SUPER LA PLAYA",4,4
"GUADALAJARA","ZAP FLEXI",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","WALMART",3,3
"GUADALAJARA","WALMART",3,3
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","ACELLOR II",4,4
"GUADALAJARA","WALMART",3,3
"GUADALAJARA","WALMART",3,3
"GUADALAJARA","FARM GUADALAJARA",4,4
"LEON","MPCIO DE LEON",4,4
"MONTERREY","MM CINEMAS",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","BODEGA AURRERA",4,4
"LEON","SORIANA",4,4
"LEON","DEL SOL SUC 109",4,4
"LEON","ISSEG",4,4
"LEON","SAL940831BE7 GAS",4,4
"LEON","SORIANA",4,4
"LEON","GPO FLECHA AMARILLA 04",4,4
"LEON","COMERCIAL MEXICANA",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","DIST GARCIA",4,4
"LEON","HPL970402EV7 GAS",4,4
"LEON","KOP940610D11 GAS",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","ESTET MATHA VALENCIA",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","7 CHEDRAUI",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","BODEGA AURRERA",4,4
"","*** SU PAGO GRACIAS ***",4,4
"LEON","WALMART",3,3
"LEON","TICKETMASTER OLP111",4,4
"LEON","SGM950714DC2 GAS",4,4
"LEON","FARM GUADALAJARA",4,4
"MEXICO DF","SEGUROS BNM ACCIDENTES",4,4
"LEON","MC DONALD S PZA MAYOR",4,4
"LEON","HERBALIFE",4,4
"LEON","SUPER SOYA",4,4
"MEXICO DF","SUAUTO",4,4
"LEON","SUPER SOYA",4,4
"LEON","BARA PSEOS DEL MOLINO",4,4
"LEON","LA GRANJA DE DON BENIT",4,4
"LEON","WALMART",3,3
"LEON","BODEGA AURRERA",4,4
"LEON","SPA9906242N3 GAS",4,4
"LEON","FARM GUADALAJARA",4,4
"MANZANILLO","COMERCIAL MEXICANA",4,4
"SAN FCO DEL","BODEGA AURRERA",4,4
"SAN FCO DEL","BODEGA AURRERA",4,4
"SAN FCO DEL","BODEGA AURRERA",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","SEFUMESA LEON GTO 1",4,4
"LEON","FARM GUADALAJARA",4,4
"SOLIDARIDAD","CAPA DE OZONO PLAYA",4,4
"LEON","MARCO VIALI",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","ISSEG",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","EIMR6201099M8 GAS",4,4
"LEON","MAT PRINCESADO",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","FABRICAS DE FRANCIA",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","OPT DEVLYN 451",4,4
"LEON","APPLE BEES",4,4
"MEXICO DF","VUELA MEXICO",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","BODEGA AURRERA",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","ISSEG",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","LEY TORRES LANDA",4,4
"LEON","FABRICAS DE FRANCIA",4,4
"MONTERREY","WOOLWORTH 228",4,4
"LEON","WALMART",3,3
"LEON","FARM GUADALAJARA",4,4
"LEON","SUBURBIA",4,4
"LEON","EXTRA E ALAMEDA DIAMAN",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","FARM GUADALAJARA",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","WALDOS6502JARDINESDELM",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","BENAVIDES",4,4
"LEON","WALMART",3,3
"LEON","SPA9906242N3 GAS",4,4
"SAN FCO DEL","FARM GUADALAJARA",4,4
"SAN FCO DEL","FARM GUADALAJARA",4,4
"LEON","BODEGA AURRERA",4,4
"LEON","WALMART",3,3
"LEON","FARM GUADALAJARA",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","CBO020417NC4 GAS",4,4
"SAN NICOLAS","FARM GUADALAJARA",4,4
"SAN NICOLAS","FARM GUADALAJARA",4,4
"MONTERREY","BURGER KING CUMBRES",4,4
"APODACA NL","FARM GUADALAJARA",4,4
"MONTERREY","CHILIS CUMBRES",4,4
"MONTERREY","FARM GUADALAJARA",4,4
"SAN NICOLAS","SAM S CLUB UNIV MTY",4,4
"","*** SU PAGO GRACIAS ***",4,4
"MONTERREY","GIGANTE",2,2
"SAN NICOLAS","FARM GUADALAJARA",4,4
"MONTERREY","BAHIA ESCONDIDAII ROMA",4,4
"MONTERREY","COSMETICOS CADENCEE",4,4
"MONTERREY","GGG721121TZA GAS",4,4
"MONTERREY","FARM GUADALAJARA",4,4
"MONTERREY","BENAVIDES",4,4
"MONTERREY","HEMSA JUAREZ",4,4
"GUADALUPE","FARM GUADALAJARA",4,4
"MONTERREY","BODEGA AURRERA",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"GUADALAJARA","MULTIELECT",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"ZAPOPAN ","SORIANA",4,4
"XEL HA QROO","PARQUE XEL HA",4,4
"SN P GARZA GA","AXTEL",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"MORELIA","CINEPOLIS",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","MGA060309HX1 GAS",4,4
"MEXICO DF","SANBORNS",4,4
"ZAPOPAN ","LA PASTA",4,4
"GUADALAJARA","OFFICE DEPOT",4,4
"ZAPOPAN ","MVS MULTIVISION",4,4
"GUADALAJARA","REST TIZOC",4,4
"TLAJOMULCO D","SAM S PALOMAR",4,4
"GUADALAJARA","ACUARIO CIRCUNVALACION",4,4
"ZAPOPAN","OFFICE MAX GUADALAJARA",4,4
"ZAPOPAN","OFFICE MAX GUADALAJARA",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"MEXICO DF","AEROENLACES NACIONALES",4,4
"GUADALAJARA","CASA VILLARRUEL",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN ","CABLEVISION",4,4
"ZAPOPAN ","REFACC ALEMANA",4,4
"TONALA","FARM GUADALAJARA",4,4
"GUADALAJARA","WALMART",3,3
"MEXICO DF","GPO NAL PROV MODELO",4,4
"SAN ANDRES CH","CARL S JR",4,4
"GUADALAJARA","HILOS ESTAMB STA TERES",4,4
"GUADALAJARA","HOSP TERRANOVA",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"ZAPOPAN ","CABLEVISION",4,4
"GUADALAJARA","SIAPA",4,4
"GUADALAJARA","EMME GUADALAJARA",4,4
"GUADALAJARA","HERRAJES COMPETENCIA",4,4
"GUADALAJARA","TELCEL",4,4
"ZAPOPAN ","NINE WEST",4,4
"ZAPOPAN ","SORIANA",4,4
"TONALA ","WALMART",3,3
"GUADALAJARA","YAKITORY",4,4
"ZAPOPAN","GIGANTE",2,2
"PTO VALLARTAR","VIPS",4,4
"PTO VALLARTAR","WALMART",3,3
"ZAPOPAN ","FARM GUADALAJARA",4,4
"ZAPOPAN ","CABLEVISION",4,4
"ZAPOPAN","COMERCIAL MEXICANA",4,4
"ZAPOPAN ","SORIANA",4,4
"ZAPOPAN ","SORIANA",4,4
"MEXICO DF","SKY TV DC",4,4
"ZAPOPAN","BENAVIDES",4,4
"GUADALAJARA","REST EL ITALIANO",4,4
"ZAPOPAN ","CHILIS PLAZA DEL SOL G",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"ZAPOPAN ","LIVERPOOL",4,4
"ZAPOPAN ","LIVERPOOL",4,4
"ZAPOPAN ","LOB",4,4
"GUADALAJARA","SAMS",4,4
"ZAPOPAN ","CAS000831GQ5 GAS",4,4
"GUADALAJARA","SELENE HAIR STUDIO",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ACAPULCO GRO","WALMART",3,3
"GUADALAJARA","PINTS CASTHER ANTIGUA",4,4
"ZAPOPAN ","CABLEVISION",4,4
"ZAPOPAN","TELCEL",4,4
"ZAPOPAN ","SONORA QUERIDA",4,4
"GUADALAJARA","TELCEL",4,4
"ZAPOPAN","ZARA GALERIAS GUADALA",4,4
"GUADALAJARA","ROCATTI INTERNACIONAL",4,4
"ZAPOPAN ","TOU000718SG4 GAS",4,4
"GUADALAJARA","GIGANTE",2,2
"GUADALAJARA","GALOPINES INFANTILES",4,4
"ZAPOPAN ","CABLEVISION",4,4
"GUADALAJARA","SAMS",4,4
"ZAPOPAN","SUPER LA PLAYA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","TELCEL",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN ","CABLEVISION",4,4
"GUADALAJARA","WALMART",3,3
"ZAPOPAN ","CABLEVISION",4,4
"ZAPOPAN ","PASTELERIAS OK XVI",4,4
"GUADALAJARA","NIPOJAL",4,4
"GUADALAJARA","PROGRAMAS INTER MEXICO",4,4
"ZAPOPAN ","CABLEVISION",4,4
"ZAPOPAN ","STE970924PP4 GAS",4,4
"GUADALAJARA","TELCEL",4,4
"ZAPOPAN ","CLUB ATLAS CHAPALITA",4,4
"GUADALAJARA","WALMART",3,3
"ZAPOPAN ","WALMART",3,3
"GUADALAJARA","NEXTEL",4,4
"MEXICO DF","THE CLUB AT PRESIDENTE",4,4
"GUADALAJARA","MODATELAS",4,4
"GUADALAJARA","NVA AUTOM OCCIDENTAL",4,4
"ZAPOPAN","CANELOS II",4,4
"GUADALAJARA","OFFICE DEPOT",4,4
"MEXICO DF","TELMEX",4,4
"ZAPOPAN","BENAVIDES",4,4
"ZAPOPAN ","REST GOURMELETTE",4,4
"ZAPOPAN ","MARAHO",4,4
"TLAQUEPAQUE","HOME DEPOT",4,4
"ZAPOPAN","COMERCIAL MEXICANA",4,4
"ZAPOPAN","GOC 930330 1F4 GAS",4,4
